IPK,Mata Kuliah Tidak Lulus,Jumlah Cuti Akademik,Pekerjaan Sambil Kuliah,Jumlah Semester,Status Kelulusan,IPS Rata-rata,IPS Semester Akhir,IPS Tren,Kategori Kehadiran
3.62,1,1,Tidak,14,1,2.837857142857143,3.01,0.5,Rendah
3.8,4,0,Ya,12,1,3.0866666666666664,2.79,-0.009999999999999787,Rendah
2.33,4,0,Tidak,13,1,2.7569230769230773,2.53,-0.5,Tinggi
3.92,3,2,Tidak,11,0,3.0645454545454545,2.71,0.5899999999999999,Sedang
2.72,0,0,Ya,7,1,3.1571428571428575,3.63,0.6599999999999997,Rendah
3.95,5,2,Ya,13,1,2.753846153846154,2.48,0.4500000000000002,Tinggi
3.61,0,0,Ya,9,1,3.411111111111111,3.22,-0.73,Tinggi
3.94,1,0,Ya,13,0,2.9761538461538466,3.03,0.11999999999999966,Sedang
2.23,3,0,Tidak,10,0,3.0660000000000003,3.83,0.6400000000000001,Sedang
3.64,0,1,Ya,8,1,2.86375,3.46,0.33999999999999986,Rendah
3.48,2,0,Tidak,12,1,2.7066666666666666,3.05,1.0099999999999998,Tinggi
3.59,2,0,Ya,12,1,2.769166666666667,2.04,-1.1800000000000002,Tinggi
2.86,0,1,Tidak,9,1,3.198888888888889,3.71,1.6400000000000001,Rendah
3.71,4,0,Ya,12,0,2.9416666666666664,3.57,0.71,Rendah
2.6,2,0,Tidak,7,1,3.0942857142857143,2.46,-0.8199999999999998,Sedang
3.54,0,0,Tidak,8,0,2.915,3.86,1.19,Tinggi
2.82,1,2,Tidak,8,0,3.10375,3.37,0.6800000000000002,Sedang
3.13,4,1,Ya,11,1,3.2754545454545454,3.26,-0.56,Sedang
3.07,5,2,Tidak,7,1,2.8214285714285716,3.15,0.6699999999999999,Sedang
2.79,5,1,Tidak,10,1,2.4720000000000004,2.3,0.1599999999999997,Rendah
2.3,5,1,Ya,10,1,2.761,4.0,0.8700000000000001,Rendah
2.05,2,2,Tidak,8,0,3.0,2.26,-0.79,Sedang
2.63,5,0,Tidak,8,1,2.9050000000000002,2.68,-0.6599999999999997,Sedang
2.54,4,0,Ya,9,1,2.9155555555555557,2.76,0.2999999999999998,Rendah
3.48,3,0,Tidak,13,0,3.0746153846153845,2.16,-1.0499999999999998,Rendah
2.06,1,0,Tidak,9,0,2.896666666666667,3.94,1.69,Rendah
3.33,3,0,Ya,12,0,3.105,3.33,0.20000000000000018,Rendah
3.38,4,2,Tidak,10,0,3.095,3.46,0.1200000000000001,Rendah
2.87,3,1,Ya,14,0,2.9935714285714283,2.76,0.07999999999999963,Sedang
3.0,2,2,Tidak,12,0,2.826666666666666,2.02,-0.5099999999999998,Tinggi
2.47,2,1,Tidak,10,1,3.2979999999999996,2.3,-1.3900000000000001,Rendah
2.52,2,1,Ya,7,0,2.9642857142857144,3.21,-0.6400000000000001,Rendah
2.97,2,1,Tidak,11,1,2.9372727272727275,2.73,0.6099999999999999,Rendah
3.43,2,2,Tidak,8,0,3.16125,3.49,0.08000000000000007,Rendah
2.56,1,0,Tidak,13,1,3.0015384615384613,2.55,-1.4500000000000002,Tinggi
2.42,4,0,Ya,7,0,3.097142857142857,3.45,0.5800000000000001,Rendah
3.23,5,2,Ya,7,1,2.8842857142857143,2.2,-0.43999999999999995,Rendah
3.06,0,2,Ya,14,0,2.8942857142857146,2.88,0.54,Tinggi
3.44,1,0,Tidak,11,0,3.364545454545455,3.92,1.42,Sedang
2.64,3,2,Ya,9,0,3.223333333333333,3.53,0.5799999999999996,Sedang
2.86,5,2,Ya,13,0,2.8015384615384615,2.77,0.7200000000000002,Rendah
2.34,1,2,Ya,10,0,3.0460000000000003,2.66,-0.04999999999999982,Sedang
2.36,1,2,Ya,8,1,2.5037499999999997,2.99,0.4700000000000002,Rendah
3.28,2,1,Tidak,12,1,2.8066666666666666,2.61,-1.19,Sedang
3.75,1,0,Ya,11,0,3.205454545454546,3.66,1.1800000000000002,Rendah
3.45,0,1,Tidak,11,0,3.069090909090909,2.56,-0.8199999999999998,Rendah
2.28,2,2,Tidak,9,1,2.9911111111111115,3.57,0.25,Sedang
2.29,5,2,Tidak,10,0,3.174,3.16,-0.2999999999999998,Sedang
3.83,2,0,Tidak,13,0,2.9915384615384615,2.41,-1.27,Tinggi
3.73,2,0,Ya,7,1,2.904285714285714,2.08,-0.7799999999999998,Rendah
3.17,3,2,Tidak,14,1,3.117857142857143,3.68,0.5100000000000002,Tinggi
2.56,0,2,Ya,7,1,2.6699999999999995,2.07,-0.4700000000000002,Tinggi
2.62,3,2,Tidak,14,1,3.0021428571428572,2.39,-0.96,Rendah
3.97,4,1,Ya,13,0,2.7946153846153843,2.38,-0.43000000000000016,Sedang
3.88,4,0,Ya,11,1,3.067272727272727,3.73,0.54,Rendah
3.61,5,0,Tidak,14,0,2.6721428571428576,3.06,0.30000000000000027,Rendah
3.99,3,0,Ya,8,1,2.7325000000000004,2.06,-0.79,Rendah
3.92,4,1,Tidak,8,0,3.27875,2.68,-0.8499999999999996,Tinggi
4.0,1,0,Tidak,14,0,2.858571428571429,2.52,-0.3999999999999999,Rendah
2.59,2,2,Ya,13,1,2.941538461538461,3.84,0.1499999999999999,Rendah
2.53,1,2,Ya,12,1,2.965,3.41,-0.2799999999999998,Sedang
2.26,0,2,Ya,7,1,3.482857142857143,3.83,1.0,Sedang
3.29,5,0,Ya,11,1,2.908181818181818,3.04,-0.4500000000000002,Tinggi
3.76,1,1,Tidak,7,0,3.0485714285714285,3.75,0.79,Sedang
3.84,1,0,Ya,7,0,3.164285714285714,2.65,-1.2000000000000002,Tinggi
2.71,0,1,Ya,10,1,3.069,3.46,-0.3999999999999999,Sedang
2.47,0,0,Tidak,9,1,3.148888888888889,3.75,1.17,Rendah
2.49,4,1,Ya,7,0,2.9985714285714287,3.53,0.41999999999999993,Tinggi
2.37,5,0,Ya,12,0,3.14,3.21,-0.16999999999999993,Rendah
2.28,5,0,Tidak,10,1,2.931,3.71,0.20000000000000018,Rendah
2.68,5,1,Tidak,7,1,2.891428571428572,3.94,0.04999999999999982,Rendah
2.97,5,1,Tidak,8,0,2.6675,2.5,0.3799999999999999,Sedang
2.5,2,0,Ya,10,1,2.82,2.13,0.1299999999999999,Tinggi
2.33,3,2,Tidak,13,1,3.1884615384615387,3.69,1.54,Rendah
2.03,3,2,Ya,12,0,3.1833333333333336,3.75,0.3900000000000001,Rendah
2.22,2,0,Ya,10,0,2.9809999999999994,2.47,-0.98,Rendah
2.42,1,1,Ya,8,0,2.9362500000000002,2.73,0.08000000000000007,Sedang
3.58,1,0,Ya,7,0,2.8300000000000005,3.67,1.4699999999999998,Sedang
3.92,2,0,Tidak,7,1,2.8871428571428575,2.0,-1.2400000000000002,Rendah
2.19,2,0,Ya,12,0,2.8783333333333334,2.72,0.03000000000000025,Tinggi
3.98,4,2,Tidak,12,1,2.8475,3.13,0.0,Sedang
3.9,4,2,Tidak,12,0,2.8833333333333333,3.97,0.3200000000000003,Rendah
2.51,4,0,Tidak,10,1,2.875,2.66,-0.34999999999999964,Sedang
2.55,1,2,Ya,12,0,2.7225,2.71,-0.26000000000000023,Tinggi
2.81,4,1,Ya,7,1,3.25,3.43,-0.48999999999999977,Sedang
2.12,0,0,Tidak,13,0,2.9676923076923076,3.13,1.1099999999999999,Rendah
3.79,3,1,Ya,10,0,3.2380000000000004,3.15,-0.25,Tinggi
3.45,2,0,Ya,13,0,3.216153846153846,3.83,0.0,Rendah
2.42,4,2,Tidak,10,1,2.85,3.2,0.06000000000000005,Rendah
3.84,3,1,Tidak,12,1,2.9683333333333337,3.41,0.73,Rendah
3.17,2,1,Ya,13,0,3.158461538461538,3.12,0.8300000000000001,Sedang
3.62,5,0,Ya,12,1,2.965,2.29,-0.040000000000000036,Sedang
2.19,1,1,Tidak,11,0,2.8854545454545453,2.15,-0.96,Sedang
3.29,1,1,Tidak,11,0,3.2836363636363632,3.23,0.45999999999999996,Rendah
2.69,5,0,Tidak,7,0,3.37,3.99,1.5,Sedang
2.1,5,1,Ya,12,1,3.098333333333334,2.2,-1.7599999999999998,Tinggi
2.71,4,0,Ya,12,0,2.665833333333333,2.53,0.4099999999999997,Tinggi
3.67,0,0,Ya,14,0,2.8492857142857146,2.13,-1.46,Rendah
3.54,2,0,Ya,12,0,3.098333333333333,2.31,-0.7599999999999998,Rendah
2.03,0,2,Ya,10,1,3.0729999999999995,3.0,-0.5499999999999998,Tinggi
3.26,0,2,Ya,7,1,3.2085714285714286,3.36,-0.03000000000000025,Tinggi
2.16,5,0,Ya,13,0,2.876923076923077,2.29,-1.4500000000000002,Rendah
2.36,2,1,Tidak,14,0,3.2278571428571428,3.76,-0.08000000000000007,Tinggi
3.5,4,1,Tidak,11,0,2.8400000000000003,2.07,-1.1700000000000004,Tinggi
2.39,5,1,Tidak,12,0,2.980833333333333,3.29,1.08,Tinggi
3.79,2,0,Tidak,11,1,3.086363636363636,2.98,-0.3700000000000001,Rendah
2.52,1,1,Tidak,14,1,3.2292857142857136,3.08,-0.7199999999999998,Rendah
3.18,2,1,Ya,12,1,2.9800000000000004,3.9,1.5699999999999998,Rendah
2.98,2,2,Ya,10,0,2.9869999999999997,2.08,-1.3900000000000001,Rendah
3.27,5,1,Tidak,7,0,2.7971428571428567,3.38,0.81,Sedang
3.0,1,2,Ya,10,1,2.997,3.53,-0.06000000000000005,Sedang
2.66,4,2,Ya,13,1,3.2023076923076923,3.21,-0.41000000000000014,Rendah
2.24,2,1,Tidak,10,1,3.129,3.11,0.08000000000000007,Tinggi
2.61,4,2,Ya,9,1,3.26,3.05,-0.6400000000000001,Tinggi
3.43,4,1,Ya,8,1,2.8,2.94,0.6499999999999999,Sedang
2.68,4,2,Ya,10,1,2.87,2.23,-0.14000000000000012,Rendah
3.66,1,2,Ya,12,0,3.0816666666666666,2.36,-1.4700000000000002,Tinggi
3.32,1,0,Tidak,12,0,2.8008333333333333,2.05,-1.7200000000000002,Rendah
2.91,2,1,Ya,8,0,3.125,3.05,0.3799999999999999,Tinggi
3.91,0,0,Ya,9,1,2.9155555555555552,3.79,0.2999999999999998,Tinggi
2.61,4,1,Tidak,7,0,3.0385714285714287,3.19,-0.31999999999999984,Rendah
2.18,3,1,Ya,8,0,3.1550000000000002,3.77,1.4500000000000002,Tinggi
3.17,0,2,Ya,7,1,2.94,2.36,-0.5700000000000003,Tinggi
3.06,4,1,Tidak,9,1,2.9388888888888887,2.4,-1.5500000000000003,Sedang
2.56,0,0,Tidak,7,1,2.567142857142857,2.09,-0.40000000000000036,Sedang
3.09,0,2,Tidak,14,1,2.8971428571428572,3.26,1.2199999999999998,Tinggi
3.29,2,0,Tidak,7,0,3.3742857142857146,3.84,1.1799999999999997,Sedang
2.03,3,2,Tidak,7,1,2.6314285714285717,3.47,1.3900000000000001,Sedang
3.22,1,2,Tidak,11,0,2.8899999999999997,3.63,-0.11000000000000032,Rendah
3.17,5,0,Tidak,11,0,2.880909090909091,2.86,0.06000000000000005,Sedang
3.66,5,1,Ya,7,1,2.7542857142857144,2.25,-1.2599999999999998,Sedang
2.36,2,1,Ya,10,0,3.1689999999999996,2.77,-0.7200000000000002,Rendah
2.09,5,1,Ya,8,0,2.9625,2.46,0.3799999999999999,Tinggi
3.72,3,0,Tidak,7,0,2.8285714285714283,2.89,0.81,Rendah
3.76,2,0,Ya,9,0,2.8866666666666667,3.41,-0.19999999999999973,Tinggi
2.36,3,1,Tidak,10,1,2.9799999999999995,3.79,0.1200000000000001,Sedang
3.83,4,2,Ya,10,1,3.1330000000000005,3.24,-0.5099999999999998,Sedang
2.23,0,1,Ya,14,1,2.75,2.04,-1.73,Sedang
2.74,3,2,Ya,7,1,2.8128571428571427,3.09,-0.28000000000000025,Sedang
2.6,3,0,Tidak,10,1,2.973,2.54,-0.6299999999999999,Rendah
3.87,3,2,Tidak,13,1,2.8892307692307693,2.26,-0.8300000000000001,Rendah
3.42,4,0,Tidak,11,0,3.076363636363636,2.8,0.17999999999999972,Rendah
2.58,1,1,Ya,11,1,3.0490909090909084,3.57,0.18999999999999995,Tinggi
3.77,2,2,Ya,12,0,2.955,2.21,-0.7800000000000002,Rendah
3.94,0,1,Tidak,7,1,2.9457142857142853,2.57,-1.29,Rendah
2.73,4,0,Tidak,11,0,2.95,2.27,-1.35,Rendah
3.16,5,0,Ya,11,0,3.089090909090909,3.01,0.5399999999999996,Tinggi
3.3,5,0,Tidak,7,1,2.935714285714286,2.17,-0.71,Tinggi
2.15,0,1,Ya,11,0,3.23,3.61,0.08999999999999986,Rendah
3.75,2,2,Tidak,7,0,2.894285714285714,2.19,-1.0500000000000003,Rendah
3.78,2,1,Tidak,8,1,2.7,3.04,0.79,Rendah
3.78,4,1,Ya,9,0,2.9966666666666666,2.95,-0.3799999999999999,Sedang
3.05,0,2,Tidak,11,0,3.1318181818181823,3.32,-0.2400000000000002,Sedang
3.1,3,2,Ya,14,0,3.2728571428571427,3.98,0.22999999999999998,Rendah
3.69,4,1,Tidak,7,0,2.5500000000000003,2.26,-0.52,Tinggi
2.83,2,1,Tidak,7,1,2.7728571428571427,2.06,-1.5299999999999998,Rendah
2.96,2,1,Ya,8,0,2.78,3.13,0.10999999999999988,Rendah
3.56,3,0,Tidak,14,1,2.9464285714285716,3.17,-0.69,Tinggi
3.23,0,0,Tidak,7,1,3.244285714285714,3.95,0.5300000000000002,Rendah
3.47,1,0,Tidak,11,0,3.046363636363637,2.91,0.8700000000000001,Sedang
2.38,4,2,Tidak,14,0,2.902857142857143,2.82,0.45999999999999996,Rendah
3.29,4,0,Tidak,7,0,2.915714285714286,3.64,0.29000000000000004,Tinggi
2.73,5,1,Ya,8,0,3.0637499999999998,3.12,0.43999999999999995,Rendah
3.14,4,2,Ya,9,1,3.285555555555556,3.45,0.1900000000000004,Sedang
2.94,1,1,Ya,13,1,2.993846153846154,3.53,0.8599999999999999,Rendah
2.65,0,2,Tidak,9,1,3.2422222222222223,2.46,-0.31000000000000005,Sedang
3.13,0,0,Tidak,7,0,3.017142857142857,2.66,-0.79,Sedang
2.79,2,1,Tidak,11,0,3.2627272727272723,3.19,-0.79,Sedang
2.3,3,1,Ya,14,0,2.982142857142857,3.36,1.2399999999999998,Tinggi
2.9,3,2,Ya,13,0,3.336153846153846,3.43,1.0300000000000002,Rendah
3.9,5,0,Tidak,13,0,2.9223076923076925,3.43,1.2800000000000002,Rendah
3.53,4,1,Tidak,13,0,2.8346153846153848,2.76,0.46999999999999975,Rendah
3.13,1,1,Tidak,8,1,2.91375,3.94,1.9100000000000001,Tinggi
3.82,1,2,Ya,14,0,3.1214285714285714,3.59,-0.28000000000000025,Rendah
2.97,3,2,Tidak,11,1,3.0799999999999996,2.0,-1.3900000000000001,Rendah
3.33,1,0,Tidak,14,0,3.0442857142857145,2.99,0.2100000000000004,Sedang
3.02,0,1,Ya,8,0,2.9325,3.94,1.85,Tinggi
3.19,3,0,Ya,8,1,2.9362500000000002,2.99,0.3900000000000001,Sedang
2.4,1,2,Tidak,11,1,2.658181818181818,2.07,-0.73,Tinggi
3.52,2,2,Ya,9,0,3.1966666666666668,3.31,0.52,Tinggi
2.63,4,0,Tidak,13,1,3.112307692307692,3.5,0.8700000000000001,Sedang
2.04,5,0,Tidak,10,0,2.798,2.98,0.77,Sedang
2.1,3,2,Ya,10,0,3.179,3.89,0.2400000000000002,Rendah
3.02,2,1,Ya,14,1,2.7899999999999996,2.15,-1.29,Tinggi
2.22,5,0,Ya,11,0,3.4018181818181814,3.9,0.94,Tinggi
2.57,5,0,Tidak,11,1,3.0009090909090905,2.51,-1.1600000000000001,Sedang
2.19,4,0,Tidak,12,1,2.913333333333334,3.77,1.25,Rendah
3.49,2,1,Ya,14,1,2.9771428571428573,2.65,-0.54,Sedang
3.96,1,0,Tidak,13,0,2.9269230769230767,2.9,0.6299999999999999,Tinggi
3.54,2,2,Tidak,12,0,3.075833333333333,3.32,-0.3600000000000003,Tinggi
3.41,0,1,Tidak,10,0,3.072,2.95,-0.3599999999999999,Sedang
3.5,3,0,Tidak,9,1,2.971111111111111,2.75,0.1200000000000001,Rendah
3.37,1,0,Ya,8,1,2.84125,2.68,-0.6699999999999999,Rendah
2.95,2,2,Ya,8,0,3.26125,3.3,-0.38000000000000034,Tinggi
2.21,5,0,Ya,10,0,2.915,3.27,-0.1200000000000001,Rendah
2.17,3,0,Ya,13,1,3.0315384615384606,3.68,1.33,Sedang
3.27,5,0,Tidak,8,1,3.0075000000000003,2.66,0.11000000000000032,Tinggi
2.89,4,1,Ya,7,1,2.802857142857143,2.64,0.2200000000000002,Tinggi
3.01,3,1,Ya,8,1,2.945,2.59,-1.19,Sedang
3.18,1,0,Ya,10,0,2.636,3.63,0.9199999999999999,Tinggi
3.27,4,2,Tidak,13,1,3.289230769230769,3.76,1.3099999999999996,Sedang
3.11,4,0,Tidak,10,0,3.318,3.28,-0.48,Tinggi
2.05,4,2,Tidak,13,0,2.868461538461539,2.41,0.06000000000000005,Sedang
2.38,1,1,Tidak,7,0,3.2485714285714287,3.39,1.0300000000000002,Sedang
2.94,3,0,Tidak,14,1,2.7971428571428576,3.38,1.37,Sedang
2.86,4,0,Ya,12,0,2.971666666666667,2.27,-1.0,Tinggi
3.29,3,0,Tidak,7,1,3.2885714285714287,3.25,-0.3999999999999999,Sedang
3.56,4,0,Tidak,11,0,2.924545454545455,2.18,-1.1199999999999997,Rendah
2.53,3,1,Tidak,12,0,2.6558333333333333,2.78,0.6699999999999999,Sedang
3.87,4,1,Tidak,14,0,3.077142857142857,3.49,1.2300000000000004,Tinggi
2.47,1,1,Ya,13,0,3.1576923076923076,2.69,-0.6299999999999999,Sedang
3.77,5,0,Ya,10,0,3.02,2.41,-0.20999999999999996,Rendah
2.6,0,0,Tidak,14,0,2.837142857142857,3.24,0.5700000000000003,Rendah
3.3,5,2,Tidak,7,0,3.018571428571429,3.97,1.4400000000000004,Rendah
3.93,2,2,Ya,7,0,3.334285714285714,3.03,-0.77,Tinggi
3.54,0,0,Tidak,12,0,2.8674999999999997,2.16,-1.58,Sedang
3.89,2,2,Ya,9,0,3.28,3.71,-0.22999999999999998,Rendah
2.59,2,2,Ya,7,0,2.5585714285714287,2.49,0.43000000000000016,Sedang
2.65,4,0,Tidak,7,1,2.975714285714286,2.95,0.41000000000000014,Tinggi
2.34,2,2,Tidak,10,0,2.876,3.04,-0.33000000000000007,Rendah
3.2,3,2,Tidak,14,1,2.817857142857143,2.64,-0.33999999999999986,Sedang
2.84,4,0,Ya,7,0,2.9085714285714284,2.64,-0.10000000000000009,Tinggi
2.89,1,2,Tidak,14,0,2.9878571428571425,2.82,0.2599999999999998,Rendah
2.72,2,2,Tidak,7,1,2.9185714285714286,2.83,0.79,Tinggi
2.8,0,2,Tidak,9,1,2.792222222222222,3.2,1.0700000000000003,Rendah
2.84,4,2,Tidak,10,1,3.0900000000000003,2.46,-1.3399999999999999,Tinggi
2.31,5,2,Tidak,10,0,3.0519999999999996,3.24,-0.09999999999999964,Tinggi
2.56,5,2,Tidak,11,0,2.860909090909091,2.12,-1.73,Tinggi
2.26,5,2,Tidak,10,0,3.127,2.0,-0.06000000000000005,Sedang
2.95,0,2,Ya,14,0,3.0728571428571425,3.8,0.8099999999999996,Rendah
2.52,0,2,Ya,11,0,3.08,2.42,-1.54,Rendah
3.15,2,0,Tidak,12,0,3.1791666666666667,2.73,0.5299999999999998,Tinggi
3.55,3,0,Ya,14,1,2.9935714285714283,3.73,-0.22999999999999998,Rendah
2.23,4,0,Tidak,8,0,3.18375,2.73,-0.2799999999999998,Sedang
2.88,3,1,Ya,13,0,2.876923076923077,3.68,1.3900000000000001,Sedang
2.91,0,1,Ya,8,1,2.92625,3.3,1.15,Rendah
2.12,0,1,Ya,14,1,3.0007142857142854,2.9,0.6200000000000001,Tinggi
2.87,2,1,Ya,12,0,2.896666666666667,4.0,0.3799999999999999,Rendah
3.22,4,0,Ya,8,0,3.11375,2.71,-0.3900000000000001,Rendah
2.54,5,1,Ya,10,1,3.076,2.37,-1.29,Tinggi
3.11,2,2,Ya,14,0,2.9935714285714283,3.69,0.3999999999999999,Rendah
2.69,3,0,Ya,7,1,2.8028571428571425,2.83,0.07000000000000028,Rendah
2.75,4,2,Tidak,13,1,2.973076923076923,2.27,-0.08000000000000007,Sedang
2.17,1,0,Tidak,13,1,2.946153846153846,2.21,0.0,Tinggi
2.92,5,2,Ya,8,0,2.8775000000000004,3.5,0.77,Sedang
3.98,2,1,Tidak,11,0,2.9890909090909092,3.44,0.9100000000000001,Tinggi
3.87,0,2,Tidak,13,0,2.5938461538461537,2.14,0.13000000000000034,Tinggi
3.59,1,0,Tidak,11,1,2.830909090909091,2.25,-1.19,Rendah
3.03,4,1,Tidak,12,0,2.98,3.04,-0.9300000000000002,Sedang
3.4,0,2,Tidak,9,0,2.953333333333333,2.22,-0.4099999999999997,Sedang
2.73,4,2,Ya,8,0,2.81625,3.47,1.25,Sedang
3.57,3,0,Tidak,9,0,2.5755555555555554,2.2,-0.7199999999999998,Rendah
3.76,3,1,Ya,7,0,2.9,2.29,-0.9100000000000001,Rendah
2.26,0,2,Tidak,7,0,2.9671428571428575,3.83,1.23,Sedang
2.04,4,2,Ya,12,0,3.0991666666666666,3.9,0.75,Sedang
3.16,4,2,Ya,11,1,3.0354545454545456,2.58,0.020000000000000018,Rendah
2.81,1,0,Ya,9,0,2.97,2.09,-0.75,Tinggi
3.45,2,0,Ya,8,1,2.81625,2.23,0.029999999999999805,Sedang
2.75,3,0,Ya,7,0,3.1128571428571434,2.89,-0.10000000000000009,Rendah
2.89,1,1,Tidak,8,1,3.02625,2.01,-1.1800000000000002,Rendah
2.68,0,0,Ya,11,1,2.903636363636364,2.6,-0.2799999999999998,Rendah
2.52,5,0,Tidak,9,0,2.8877777777777776,3.46,-0.43000000000000016,Rendah
3.5,1,1,Ya,13,1,2.9384615384615387,2.52,-0.29000000000000004,Tinggi
2.39,4,0,Tidak,12,1,2.8608333333333333,3.71,1.48,Sedang
3.15,2,0,Tidak,12,1,2.9416666666666664,3.9,1.58,Sedang
3.69,5,2,Tidak,10,0,3.219,3.59,0.6699999999999999,Rendah
3.63,1,1,Ya,12,1,3.0275000000000003,3.17,0.6099999999999999,Rendah
2.25,1,0,Ya,13,1,3.072307692307693,3.02,-0.45999999999999996,Tinggi
2.72,3,2,Tidak,8,1,2.9362500000000002,3.14,-0.5499999999999998,Tinggi
3.95,2,0,Ya,10,0,3.409,2.14,-1.54,Rendah
3.88,4,1,Ya,8,1,3.205,2.99,-0.45999999999999996,Rendah
3.37,4,1,Ya,8,0,2.87875,2.91,0.8200000000000003,Tinggi
2.89,0,2,Ya,10,0,2.759,3.05,-0.73,Sedang
3.69,1,1,Ya,9,1,2.8433333333333337,2.92,-0.69,Sedang
3.31,3,0,Ya,14,0,2.959285714285714,3.1,-0.20999999999999996,Sedang
2.34,5,2,Tidak,8,1,3.015,3.92,0.33000000000000007,Tinggi
3.11,4,2,Ya,13,1,3.079230769230769,3.44,-0.5500000000000003,Rendah
3.83,5,1,Tidak,13,1,3.085384615384615,2.51,-1.3400000000000003,Sedang
3.58,2,0,Ya,14,1,2.843571428571429,3.25,0.79,Rendah
3.88,0,0,Ya,9,0,2.9755555555555557,2.76,-0.11000000000000032,Rendah
3.94,1,0,Ya,10,1,3.2159999999999997,2.28,-1.23,Rendah
2.9,3,2,Tidak,11,1,2.953636363636363,2.53,0.04999999999999982,Rendah
3.98,2,2,Tidak,9,1,2.7233333333333336,2.6,-0.5699999999999998,Tinggi
3.36,3,0,Ya,14,1,2.85,2.43,-0.009999999999999787,Sedang
2.33,5,0,Tidak,9,1,3.4866666666666664,2.62,-1.19,Sedang
3.31,5,1,Tidak,10,0,2.8990000000000005,3.12,0.41999999999999993,Sedang
3.55,4,1,Ya,9,0,3.065555555555556,2.24,-1.3699999999999997,Sedang
2.96,5,2,Tidak,11,0,3.0072727272727273,2.49,-0.4299999999999997,Tinggi
2.73,2,0,Tidak,8,1,2.6325000000000003,2.09,-0.07000000000000028,Rendah
2.15,3,1,Tidak,14,1,2.889285714285714,2.51,-0.7800000000000002,Rendah
3.89,1,0,Ya,8,1,3.09875,3.26,1.2199999999999998,Sedang
3.06,0,0,Tidak,9,1,2.6211111111111114,2.24,-0.7399999999999998,Rendah
2.85,2,0,Tidak,12,1,2.983333333333334,2.77,-0.18000000000000016,Rendah
3.04,4,0,Ya,12,0,3.200833333333333,3.84,0.6699999999999999,Sedang
3.22,0,0,Tidak,11,1,2.6545454545454548,2.28,0.16999999999999993,Sedang
2.71,4,1,Ya,13,1,3.0215384615384617,3.98,0.3799999999999999,Sedang
2.63,5,2,Ya,9,1,2.786666666666667,3.06,-0.8900000000000001,Rendah
3.63,1,1,Ya,10,1,2.897,2.38,-0.31000000000000005,Sedang
3.12,0,1,Tidak,10,1,3.115,2.85,-0.04999999999999982,Rendah
2.66,2,2,Tidak,13,0,3.043846153846154,3.79,-0.06999999999999984,Sedang
3.31,1,1,Ya,14,0,3.136428571428571,2.29,-1.5499999999999998,Tinggi
3.95,5,2,Ya,9,0,2.937777777777778,2.14,-1.1399999999999997,Rendah
3.84,2,2,Tidak,12,0,3.316666666666667,3.71,0.79,Tinggi
3.03,5,0,Ya,10,0,3.1479999999999997,3.31,0.71,Tinggi
2.74,0,1,Tidak,11,0,3.222727272727273,2.94,-0.56,Tinggi
3.89,4,0,Ya,12,0,3.2758333333333334,2.88,0.10999999999999988,Sedang
2.51,1,2,Ya,8,0,3.44625,3.98,0.2799999999999998,Sedang
2.34,3,1,Tidak,9,1,3.1722222222222225,3.24,-0.31999999999999984,Rendah
3.79,5,1,Tidak,14,1,3.292857142857143,3.61,0.10999999999999988,Tinggi
3.22,3,2,Ya,8,1,3.0175,2.32,0.1599999999999997,Tinggi
3.58,4,2,Tidak,9,1,2.997777777777778,3.28,0.3799999999999999,Sedang
2.2,4,0,Ya,11,0,3.1381818181818186,2.56,-0.8399999999999999,Sedang
3.54,2,1,Ya,9,1,2.738888888888889,2.27,-0.20999999999999996,Sedang
3.54,4,1,Tidak,10,1,3.052,3.88,1.02,Sedang
3.01,2,0,Tidak,8,0,2.7800000000000002,2.57,0.2799999999999998,Rendah
3.36,2,2,Tidak,12,1,2.7991666666666664,2.18,0.050000000000000266,Rendah
3.61,4,1,Tidak,9,0,2.9322222222222227,2.44,-1.15,Sedang
3.34,2,0,Ya,9,1,3.1744444444444446,2.02,-1.0,Sedang
2.43,4,2,Tidak,11,1,3.200909090909091,3.21,-0.56,Sedang
3.06,5,2,Tidak,10,0,3.25,2.61,-1.17,Rendah
2.86,2,2,Ya,11,0,2.5736363636363637,2.33,-0.040000000000000036,Sedang
2.61,5,1,Tidak,8,1,3.14,3.66,0.8800000000000003,Sedang
3.13,0,0,Tidak,13,0,3.151538461538462,2.28,-1.58,Tinggi
3.79,1,0,Ya,9,0,3.14,3.66,1.08,Rendah
3.88,3,2,Ya,9,1,2.751111111111111,3.47,1.0900000000000003,Rendah
2.4,4,1,Ya,8,1,2.685,3.52,1.4900000000000002,Sedang
2.29,2,1,Tidak,9,0,3.0255555555555556,3.45,1.2600000000000002,Tinggi
3.69,1,2,Ya,11,1,3.347272727272727,3.57,-0.050000000000000266,Rendah
3.28,3,0,Tidak,8,0,2.95375,2.02,-1.0099999999999998,Rendah
3.53,3,1,Tidak,7,0,3.1914285714285713,2.16,-1.5699999999999998,Rendah
2.88,4,1,Tidak,12,0,2.9658333333333338,2.42,-1.3900000000000001,Sedang
3.19,0,2,Ya,13,0,2.792307692307692,3.04,0.6400000000000001,Tinggi
2.69,2,2,Ya,7,1,3.1799999999999997,2.89,0.3700000000000001,Sedang
2.75,0,1,Ya,14,0,3.0928571428571425,3.51,0.6699999999999999,Tinggi
